product_name,vendor_name,taxonomy_category,taxonomy_sub_category,product_description
Batch Rating,ORACLE,Customer Operational Platforms,Ordering & Billing,"Batch rating rates events that have been recorded in files, such as telephony call
detail records (CDRs). Batch rating is performed by Pipeline Manager or by
Universal Event (UE) Loader. Most telco services use Pipeline Manager for batch
rating.

Oracle Communications Batch Rating leverages the batch pipeline architecture and processes events that include call assembly, sequence checking, guiding, zone analysis, rating, balance updates, and synchronization as well as re-rating. Batch rating is generally used for processing high-volume usage events."
Brand Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Communications Brand Manager provides the ability to create an environment in which Oracle Communications Billing and Revenue Management is divided and managed as multiple separate and distinct brands. Each brand may have its own user access control, customer subscriber data, product catalog, general ledger accounts, and controlled access to other system data."
Interconnect Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Communications Interconnect Manager is an add-on component to the Oracle Communications Batch Rating and facilitates interconnection, which is the process of handling usage events over physical lines between two or more network operators."
Collections Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Communications Collections Manager provides full management of overdue receivables including assigning tasks to collections agents, customer profiling, debt aging, and multiple collections scenarios. It is fully integrated to Oracle Communications Billing and Revenue Management A/R and G/L and includes a GUI for configuration and operation."
Payment Suspense Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,Oracle Communications Payment Suspense Manager allows suspending payments that fail validation rules and managing suspended payments.
Revenue Assurance Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Communications Revenue Assurance Manager provides support for verifying the end-to-end completeness, accuracy, and integrity of all revenue- generating events as they flow through Oracle Communications Billing and Revenue Management. Oracle Communications Revenue Assurance Manager provides a framework for collecting audit information for rating and billing business owners to ensure data integrity."
Suspense Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,Oracle Communications Payment Suspense Manager allows suspending payments that fail validation rules and managing suspended payments.
Web Services Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Communications Web Services Manager provides a standards-based interface to Oracle Communications Billing and Revenue Management's most commonly used APIs. The Oracle Communications Web Services Manager uses Web Services standards and accepts and returns SOAP messages sent over HTTP.
The Web Services Manager includes the Oracle Communications Billing and Revenue Management JCA Resource Adapter, which enables connectivity between Oracle Communications Billing and Revenue Management and external J2EE-compliant applications"
Enterprise Application Integration (EAI) Manager,ORACLE,Customer Operational Platforms,Ordering & Billing,Oracle Communications Enterprise Application Integration (EAI) Manager facilitates integrations between Oracle Communications Billing and Revenue Management and other enterprise applications. The Oracle Communications EAI Manager assembles and publishes business events through a consistent interface and includes a default set of business events to be published.
Release Management,ORACLE,Customer Operational Platforms,Ordering & Billing,"Oracle Release Management automates high-volume electronic demand management by continually incorporating customer demand into the order and planning processes. Oracle Release Management validates, archives, manages, and reconciles customer planning, shipping, and production sequence schedules with timely updates to sales orders, sales agreements, and forecasts."
